node_id,firing_rate
0,0.6249723089654218
1,1.0276039406234683
2,3.8665357316533084
4,1.6109572067929019
5,2.880832123644617
6,2.189036577143928
7,0.8287783068745803
9,2.128310326071996
10,1.0705794915927782
11,1.065626823478598
14,1.4908555377946409
15,0.40670116125070616
16,3.581276338737118
20,0.8061260913298418
22,3.0714109583026805
23,1.5383130884168155
24,4.700776483136968
25,0.8133326086728229
27,1.0747006751154304
28,1.8074425786756398
29,0.2357131898533988
31,2.6756716131012275
33,4.737022624170417
34,3.398756798850288
35,2.5235187517405815
36,1.2272204240744988
38,3.8479420900516033
40,3.2581871218626537
42,1.8885565729946667
46,1.3849674326060974
49,1.0325667359135142
50,0.515293775911552
51,3.6802523370412485
52,0.24249219191522467
53,1.0256642665953706
54,1.5732492377010694
55,2.7449943462474287
56,5.64916552267915
57,3.0543847742254147
58,1.092280570852808
59,2.470280196350998
60,0.5025183103579612
61,4.331948999610111
63,1.21695313062228
65,0.8044056558791974
66,0.8270578599416238
68,1.3132088492287093
71,1.0072489022783826
72,8.621726412816784
74,0.7763093417723732
76,1.4157800643929366
77,1.410624963817407
78,1.4108758754161241
79,1.4417805480813362
82,0.9381648508275271
84,0.8647284660673137
85,0.6918152441627023
86,0.4191781730193493
89,1.6400094758349961
91,3.0325905609974173
93,0.8930904482507279
94,0.8820580710630878
95,1.0706759932005965
96,0.9540072259982143
101,0.4369581821887966
102,4.1129118175637736
103,1.9599750210610036
104,0.7803497103190834
105,1.7496596671781863
106,0.9710954050941882
107,1.1643953863107068
108,1.8457349101075264
109,2.95730127594398
110,4.653949975825442
111,5.393998195790509
112,1.1302200760804737
114,0.9246090023364031
115,1.4937580257433911
116,1.5285222107092797
117,0.7664067698845333
119,0.8394515712619209
121,2.64448751826281
122,5.132429586872472
127,1.150626083967575
128,0.8211842929743108
129,1.0994287288747129
131,0.6219733860652944
132,1.108706261702094
133,1.934176271660072
135,1.2923749661841029
137,3.7049241441263017
138,1.5563523854345445
139,2.027171914507344
140,1.2244933216112446
141,3.9533395533493665
142,0.5185565658073129
144,1.0817799286286731
145,0.5391485322773584
146,2.672144983646542
148,2.7240743126159277
151,0.9128306102039966
154,5.199874588009814
155,1.0872731900024808
156,0.4558525843987557
158,1.1013368953306937
159,1.839918971411684
161,1.1433820887130774
162,8.455064606139397
165,2.735137938576397
167,5.513458661614674
168,4.1818770478447655
169,0.3578597763193304
170,1.0194353408058074
171,0.15534182417300801
172,0.822215781261723
173,3.3670727010120047
175,0.7023872296716994
176,0.8286292154020992
178,1.7906899751976009
